_index,start,end,form1,section1,safety,team_code,rhs_lhs,location,lat,long,alt,precision,date_time,section2,wall_condition,wall_height,fence,wall_material,wall_pic,outdated,street_pic,field_23,section3,bridge_type,bridge_condition,bridge_walkable,bridge_pic,outdated_1,piers_condition,piers_num,piers_pic,section4,field_34,elec_condition,elec_pic,field_37,cables_condition,cables_pic,outdated_2,manholes_condition,manholes_pic,outdated_3,outdated_4,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,_secondarydrain,team_name,corporatio,valley
230,17-02-2026,05-04-2026,,,"Yes, I feel safe to conduct the audit",A15,Right hand side (RHS),12.9855138 77.6098664 828.8999633789062 4.422,12.9855138,77.6098664,828.8999634,4.422,2026/02/19 19:08:00+0530,,Broken in some places,15,"Yes, covered on sides and top",Solid Stone Masonry (SSM),1775396396173.jpg,,1775396425048.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1775396547615.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/716206252/attachments/attJstPbk9BFwPsdiQwMohro/,No,0,1775396660394.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/716206252/attachments/attYggYuyaNH8fYHvEBbejyy/,,No,1775396709878.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/716206252/attachments/attATmTevWy4UNbtCzPCPHDj/,Yes,1775396759673.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/716206252/attachments/attDjWLYEGHfcfpzvKedYC59/,Yes,1775396797911.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/716206252/attachments/attJVvJpauavgdAsRAr8jy2J/,OK,716206252,e7963680-beb2-46fe-ba1e-235a51e0d295,05-04-2026 13:53,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:e7963680-beb2-46fe-ba1e-235a51e0d295,,,MCC,Central,Koramangala Challaghatta Valley
230,19-04-2026,19-04-2026,,,"Yes, I feel safe to conduct the audit",A35,Left hand side (LHS),13.0239031 77.6451512 822.0 2.275,13.0239031,77.6451512,822,2.275,2026/04/19 10:03:00+0530,,Retaining wall intact throughout the stretch,0,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1776573257738.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180174/attachments/att5TPm8Xjm7fSgCUcYWyQ8y/,1776573267185.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180174/attachments/attNuYceACxZNBDmYUkcAizB/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,1776573338290.jpg,,Cannot see,1776573353427.jpg,,OK,729180174,d49fc708-01d3-445d-867e-a04686efb7e6,19-04-2026 06:11,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:d49fc708-01d3-445d-867e-a04686efb7e6,H400,,Adithya,East,Hebbal Nagawara Valley
231,19-04-2026,19-04-2026,,,"Yes, I feel safe to conduct the audit",A35,Left hand side (LHS),13.0245772 77.6452882 817.2999877929688 3.0,13.0245772,77.6452882,817.2999878,3,2026/04/19 10:16:00+0530,,Broken in some places,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1776574028411.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180371/attachments/attwgfxwnpijPyHiEYdAZqEQ/,1776574036409.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180371/attachments/attftVnJXovskhKzAgGWZgmQ/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,No,,,OK,729180371,eeee8587-f949-49b7-adfc-a13ab150890b,19-04-2026 06:11,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:eeee8587-f949-49b7-adfc-a13ab150890b,H400,,Adithya,East,Hebbal Nagawara Valley
232,19-04-2026,19-04-2026,,,"Yes, I feel safe to conduct the audit",A35,Left hand side (LHS),13.0257483 77.6445667 817.2000122070312 1.5,13.0257483,77.6445667,817.2000122,1.5,2026/04/19 10:37:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1776575295246.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180575/attachments/attAuBZMo3jeMXpG5wEqSUUk/,1776575324474.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180575/attachments/attR2yvNm9ZMpwEwtk2RSeFC/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,No,1776575446524.jpg,,OK,729180575,09743be6-1c56-4e68-a049-c5d4f60e4350,19-04-2026 06:12,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:09743be6-1c56-4e68-a049-c5d4f60e4350,H400,,Adithya,East,Hebbal Nagawara Valley
233,19-04-2026,19-04-2026,,,"Yes, I feel safe to conduct the audit",A35,Left hand side (LHS),13.0271491 77.643793 816.5 2.35,13.0271491,77.643793,816.5,2.35,2026/04/19 10:54:00+0530,,Broken in some places,1,There is no fence ,Reinforced Cement Concrete (RCC),1776576294643.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180636/attachments/att2YXUtS93DR5LfLc8wnbA3/,1776576302708.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180636/attachments/attbGiE8YikVfMiwfiyyQUTK/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Yes,1776576398090.jpg,,No,,,OK,729180636,40eb2b27-7117-4045-b30e-ebcee9f3cf40,19-04-2026 06:12,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:40eb2b27-7117-4045-b30e-ebcee9f3cf40,H400,,Adithya,East,Hebbal Nagawara Valley
234,19-04-2026,19-04-2026,,,"Yes, I feel safe to conduct the audit",A35,Left hand side (LHS),13.02786 77.6433433 817.0999755859375 5.3,13.02786,77.6433433,817.0999756,5.3,2026/04/19 11:02:00+0530,,Retaining wall intact throughout the stretch,1,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1776576771853.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180763/attachments/attfh9djxhn8VU3vpY8kqCbL/,1776576780234.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/729180763/attachments/attCqdzSaG5gDSNrz7VpnkRu/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1776576804818.jpg,,Yes,1776576815187.jpg,,Yes,1776576836129.jpg,,OK,729180763,d1706a07-c8d4-4651-bb3d-c38b9bc76825,19-04-2026 06:12,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:d1706a07-c8d4-4651-bb3d-c38b9bc76825,H400,,Adithya,East,Hebbal Nagawara Valley
235,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Left hand side (LHS),12.9513225 77.5521693 784.7999877929688 13.479,12.9512945,77.5519218,784.7999878,13.479,2026/04/27 08:47:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Solid Stone Masonry (SSM),1777260004071.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736264765/attachments/attYJeZVzNx8smJUNNJmfScF/,1777260050200.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736264765/attachments/attAFzNyLajn9DUZv5sAkf6N/,,Not applicable ,Not applicable,Not applicable,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736264765/attachments/attDQjaM4Xv5KE25qhBaUCnX/,Not applicable,Not applicable,,,,No,,,No,1777260226681.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736264765/attachments/attuWJDGPnsUtZTb5Y4e8Q58/,No,,,OK,736264765,90c78e08-6e1a-4e4b-8ae4-4ccec95b672a,27-04-2026 03:24,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:90c78e08-6e1a-4e4b-8ae4-4ccec95b672a,,V120,BMSCA,West,Vrishabhavati Valley
236,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A55,Left hand side (LHS),12.9519565 77.5497233 787.5 4.728,12.9519565,77.5497233,787.5,4.728,2026/04/27 08:59:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777260638830.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736267771/attachments/attkt7fjZHqvQM8KWtHgLanN/,1777260652129.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736267771/attachments/attrwZFZrchTSfcFkWzmQQTs/,,Not applicable ,Not applicable,Not applicable,1777260676383.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736267771/attachments/attFpfKyMsosVFLcvHGTtpbX/,Not applicable,Not applicable,1777260719217.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736267771/attachments/attZ5rsDU9BJKkuqqLeuZj39/,,No,1777260733935.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736267771/attachments/attyMVEjnihixZAoMN2Qtss3/,No,1777260746845.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736267771/attachments/attT2yp3ZHgdMu2BywVWda2C/,Cannot see,,,OK,736267771,01b4a144-64fa-491c-8221-46922ff11841,27-04-2026 03:33,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:01b4a144-64fa-491c-8221-46922ff11841,,V120,BMSCA,West,Vrishabhavati Valley
237,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Right hand side (RHS),12.9518314 77.5461769 776.7999877929688 19.2,12.9518314,77.5461769,776.7999878,19.2,2026/04/27 09:36:00+0530,,Retaining wall does not exist,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777262847473.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736282208/attachments/attfSix8pjhJ9hwwiHab4D8r/,1777262870048.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736282208/attachments/attnv3kfEwwDiRprTxffNMnK/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1777262911643.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736282208/attachments/attWqxFbDNxzV6H9Nw45dpSz/,No,0,1777262958898.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736282208/attachments/attWVc4KkBWcCyAmZpWZ9bqf/,,No,,,Yes,1777262991528.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736282208/attachments/attV6RWwTA92XoupeYMyKiFz/,No,,,OK,736282208,37bbd8be-667a-426e-af98-154b2046cc5b,27-04-2026 04:10,no,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:37bbd8be-667a-426e-af98-154b2046cc5b,,V120,BMSCA,West,Vrishabhavati Valley
238,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Right hand side (RHS),12.9516227 77.5432396 773.5 45.404,12.9518677,77.5438321,773.5,45.404,2026/04/27 09:50:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777263679059.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736286162/attachments/attx2EUScFW8NVvNygizhSFK/,1777263694305.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736286162/attachments/att8RYsmYM5gvEyESdgNT6LP/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,No,,,OK,736286162,50abd70d-3188-43c2-a413-c18fed310e6a,27-04-2026 04:22,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:50abd70d-3188-43c2-a413-c18fed310e6a,,V120,BMSCA,West,Vrishabhavati Valley
239,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Right hand side (RHS),12.9515662 77.5492972 782.7000122070312 21.788,12.9515662,77.5492972,782.7000122,21.788,2026/04/27 09:50:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777263774251.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/attbn4hsG3Sj4LLSjeAif4R3/,1777263789001.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/attocf6tAoXbjxXrjdV6crNz/,,Not applicable ,Not applicable,Not applicable,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/attUJEpgQSvudqgB8meyEtwX/,Not applicable,Not applicable,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/attxZSXRJ3gvjm8CHHb4L88K/,,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/att8iJvzYCvCfzL8wsFWJWSa/,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/attd323ps8RyGfwySfMzTYGE/,Yes,1777263937067.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736288437/attachments/attrgQYYudjZtkF5oY2RmKnR/,OK,736288437,6d5b23a7-9feb-423a-93db-859e266befd6,27-04-2026 04:29,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:6d5b23a7-9feb-423a-93db-859e266befd6,,V120,BMSCA,West,Vrishabhavati Valley
240,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A55,Right hand side (RHS),12.9528515 77.5415928 771.7999877929688 4.814,12.9528515,77.5415928,771.7999878,4.814,2026/04/27 10:02:00+0530,,Retaining wall intact throughout the stretch,2,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777264389621.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736289972/attachments/attQnne7fKiFxr8tPWs8Z5Wj/,1777264403463.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736289972/attachments/atth9cxtUrYDC2HkCD3URuw2/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1777264417349.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736289972/attachments/attbUbBJc9K2pPXHZrivcurh/,Yes,4,,,,Yes,1777264444444.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736289972/attachments/attnbEFwVcvTYDFiMngP5Kxw/,Yes,1777264452851.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736289972/attachments/attYZYRUDiGGUps9WG2VNZDw/,Cannot see,,,OK,736289972,f9237237-56b6-4215-9a15-2ac3fd48402c,27-04-2026 04:34,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:f9237237-56b6-4215-9a15-2ac3fd48402c,,V120,BMSCA,West,Vrishabhavati Valley
241,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Left hand side (LHS),12.9525845 77.5415768 771.5999755859375 0.786,12.9525845,77.5415768,771.5999756,0.786,2026/04/27 10:05:00+0530,,Retaining wall intact throughout the stretch,1,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777264610457.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736291734/attachments/attSYuqShQ4oWcaKAkD6VC6c/,1777264620549.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736291734/attachments/attDGBKR3X6TXbV75W9nmY6q/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1777264664244.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736291734/attachments/attkzGoKbTqLZcThRybfwpFY/,No,0,,,,Yes,1777264705283.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736291734/attachments/attFfarhKxwdfTScMrD9hfh2/,Yes,1777264712636.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736291734/attachments/atteP9GyvfWPq5hyxbhB6Jqb/,Yes,1777264728021.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736291734/attachments/attFsz654AgovoL5eHQhZQFh/,OK,736291734,d275a4b2-a467-4a92-9d7c-1d44f60b7bc9,27-04-2026 04:39,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:d275a4b2-a467-4a92-9d7c-1d44f60b7bc9,,V120,BMSCA,West,Vrishabhavati Valley
242,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Right hand side (RHS),12.9557299 77.5416185 772.7000122070312 18.453,12.9557299,77.5416185,772.7000122,18.453,2026/04/27 10:25:00+0530,,Retaining wall intact throughout the stretch,7,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777265768847.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736300384/attachments/attYppiSQ4RewqkDQTgmS9iY/,1777265779400.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736300384/attachments/attWnDpnMqTXE3zSjVfTa89W/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1777265823629.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736300384/attachments/attLVsnY8QFsWmeGX4mGPf8A/,Yes,1777265835659.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736300384/attachments/attnN6nJcbXJNHgkUZAMM8zb/,Yes,1777265850922.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736300384/attachments/attSZCCnFmYsBZTqHmzCjh3H/,OK,736300384,800d764e-9a2d-4628-98a2-294ea3b58ce1,27-04-2026 04:57,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:800d764e-9a2d-4628-98a2-294ea3b58ce1,V100,,BMSCA,West,Vrishabhavati Valley
243,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Right hand side (RHS),12.9516562 77.5537002 781.2169023287828 4.894,12.9516562,77.5537002,781.2169023,4.894,2026/04/27 08:38:00+0530,,Retaining wall intact throughout the stretch,2.4,"Yes, covered only on sides","Both, SSM and RCC",1777259478049.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305770/attachments/attAzA4jPkdRXHCRpGTDLwtB/,1777259548786.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305770/attachments/attKvDfCNkUadWahrYmagj7J/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1777259870491.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305770/attachments/attPdTo68htbMzJgdS2NKpkY/,No,0,1777260088958.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305770/attachments/attqey5WDo5NnJXMTKmE3xKF/,,Yes,1777260124649.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305770/attachments/atte4g5szfJ79mXsFoktqCEw/,Yes,1777260242657.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305770/attachments/attfcUNNZkEMQGqNrfHLBbg9/,No,,,OK,736305770,cacffeda-54e8-459f-b3bf-de4b53df544c,27-04-2026 05:06,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:cacffeda-54e8-459f-b3bf-de4b53df544c,,V120,BMSCA,Central,Vrishabhavati Valley
244,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Right hand side (RHS),12.9521072 77.5514351 779.548951781962 4.611,12.9521072,77.5514351,779.5489518,4.611,2026/04/27 09:05:00+0530,,Retaining wall intact throughout the stretch,4.2,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777261035050.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305998/attachments/attAAXhX2PBWNwSUeP23MExT/,1777261059175.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305998/attachments/attbdnqpr9c5KwFHVjVqzLbw/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1777261106736.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305998/attachments/att3HgEGSBTQRogVAvrwPTV5/,Yes,1,,,,Yes,1777261140659.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305998/attachments/attZPMAwXwU8ACDarfSTMbhT/,Yes,1777261152753.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736305998/attachments/atts4GggkRaukmZCSCKJmYwa/,No,,,OK,736305998,18299c09-7c51-4d41-af14-d119f342f606,27-04-2026 05:06,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:18299c09-7c51-4d41-af14-d119f342f606,,V120,BMSCA,Central,Vrishabhavati Valley
245,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Right hand side (RHS),12.9519996 77.5482984 774.0922492616771 3.78,12.9519996,77.5482984,774.0922493,3.78,2026/04/27 09:23:00+0530,,Retaining wall does not exist,,"Yes, covered only on sides",Not applicable,1777262037722.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306133/attachments/attRuUW4iNjrJvTzTwvGpoAz/,1777262048976.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306133/attachments/attyfe9Lu8kLuGbnT5aTyqvf/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1777262112290.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306133/attachments/attN83tqKML6uCkENdufeJpg/,No,,,Cannot see,1777262171058.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306133/attachments/attkwCUDvcg49zmUYoaXAYGP/,OK,736306133,058610aa-d334-4ce1-afab-dea9cb0e955c,27-04-2026 05:06,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:058610aa-d334-4ce1-afab-dea9cb0e955c,,V120,BMSCA,West,Vrishabhavati Valley
246,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Right hand side (RHS),12.9511781 77.5450354 768.5638181950115 4.902,12.9511781,77.5450354,768.5638182,4.902,2026/04/27 09:44:00+0530,,Retaining wall intact throughout the stretch,2.4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777263301482.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306213/attachments/attzrMdBG4NusVSXS8absNw5/,1777263313741.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306213/attachments/att7Fwm7sdPpdpouPspwUutz/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1777263354996.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306213/attachments/attY8JbgNHx5UTNMCADsJ5M4/,No,,,Cannot see,,,OK,736306213,1a3678ca-ffee-44f3-ad1c-2f5e2998aac8,27-04-2026 05:07,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:1a3678ca-ffee-44f3-ad1c-2f5e2998aac8,,V120,BMSCA,West,Vrishabhavati Valley
247,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Left hand side (LHS),12.9523069 77.5424545 766.9648225919451 4.352,12.9523069,77.5424545,766.9648226,4.352,2026/04/27 09:59:00+0530,,Retaining wall intact throughout the stretch,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777264223271.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306321/attachments/attRDwkA8wQvj96PEku75vWc/,1777264249134.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306321/attachments/attetAJ7ytJEqoezVkxErjJ7/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1777264297736.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306321/attachments/attD8pC4CgBxyhJ33oAo2Gwt/,No,,,Yes,1777264381685.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306321/attachments/attGQCGe5oMyKbejBy2A5FcU/,OK,736306321,b8753d1b-0e73-4cf8-9bc1-a4966832d9ba,27-04-2026 05:07,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:b8753d1b-0e73-4cf8-9bc1-a4966832d9ba,,V120,BMSCA,West,Vrishabhavati Valley
